[2026-01-14 14:17:03,135] INFO in logging_config: Logging system initialized
[2026-01-15 10:34:19,985] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:34:43,642] ERROR in routes: Prediction error: 'Config' object has no attribute 'MEDIUM_RISK_THRESHOLD'
[2026-01-15 10:36:21,057] INFO in logging_config: Logging system initialized
[2026-01-15 10:36:21,257] INFO in app: Database tables created
[2026-01-15 10:36:28,924] INFO in app: Application initialized in development mode
[2026-01-15 10:36:28,926] INFO in run: ============================================================
[2026-01-15 10:36:28,927] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:36:28,927] INFO in run: ============================================================
[2026-01-15 10:36:28,927] INFO in run: Environment: development
[2026-01-15 10:36:28,927] INFO in run: Debug Mode: True
[2026-01-15 10:36:28,927] INFO in run: Model Version: 1.0.0
[2026-01-15 10:36:28,927] INFO in run: Model Loaded: True
[2026-01-15 10:36:28,927] INFO in run: Database: Connected
[2026-01-15 10:36:28,927] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:36:28,927] INFO in run: ============================================================
[2026-01-15 10:36:28,927] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:36:29,925] ERROR in routes: Prediction error: 'Config' object has no attribute 'MEDIUM_RISK_THRESHOLD'
[2026-01-15 10:37:53,104] INFO in logging_config: Logging system initialized
[2026-01-15 10:37:53,188] INFO in app: Database tables created
[2026-01-15 10:37:59,236] INFO in app: Application initialized in development mode
[2026-01-15 10:37:59,236] INFO in run: ============================================================
[2026-01-15 10:37:59,236] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:37:59,236] INFO in run: ============================================================
[2026-01-15 10:37:59,236] INFO in run: Environment: development
[2026-01-15 10:37:59,236] INFO in run: Debug Mode: True
[2026-01-15 10:37:59,242] INFO in run: Model Version: 1.0.0
[2026-01-15 10:37:59,244] INFO in run: Model Loaded: True
[2026-01-15 10:37:59,244] INFO in run: Database: Connected
[2026-01-15 10:37:59,244] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:37:59,247] INFO in run: ============================================================
[2026-01-15 10:37:59,248] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:37:59,889] INFO in logging_config: Logging system initialized
[2026-01-15 10:37:59,951] INFO in app: Database tables created
[2026-01-15 10:38:05,878] INFO in app: Application initialized in development mode
[2026-01-15 10:38:05,878] INFO in run: ============================================================
[2026-01-15 10:38:05,878] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:38:05,878] INFO in run: ============================================================
[2026-01-15 10:38:05,894] INFO in run: Environment: development
[2026-01-15 10:38:05,894] INFO in run: Debug Mode: True
[2026-01-15 10:38:05,897] INFO in run: Model Version: 1.0.0
[2026-01-15 10:38:05,898] INFO in run: Model Loaded: True
[2026-01-15 10:38:05,899] INFO in run: Database: Connected
[2026-01-15 10:38:05,899] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:38:05,899] INFO in run: ============================================================
[2026-01-15 10:38:05,904] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:38:17,472] ERROR in routes: Prediction error: 'Config' object has no attribute 'MEDIUM_RISK_THRESHOLD'
[2026-01-15 10:39:35,544] INFO in logging_config: Logging system initialized
[2026-01-15 10:39:35,731] INFO in app: Database tables created
[2026-01-15 10:39:42,333] INFO in app: Application initialized in development mode
[2026-01-15 10:39:42,349] INFO in run: ============================================================
[2026-01-15 10:39:42,349] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:39:42,349] INFO in run: ============================================================
[2026-01-15 10:39:42,349] INFO in run: Environment: development
[2026-01-15 10:39:42,349] INFO in run: Debug Mode: True
[2026-01-15 10:39:42,356] INFO in run: Model Version: 1.0.0
[2026-01-15 10:39:42,356] INFO in run: Model Loaded: True
[2026-01-15 10:39:42,358] INFO in run: Database: Connected
[2026-01-15 10:39:42,359] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:39:42,360] INFO in run: ============================================================
[2026-01-15 10:39:42,361] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:39:43,008] INFO in logging_config: Logging system initialized
[2026-01-15 10:39:43,080] INFO in app: Database tables created
[2026-01-15 10:39:49,072] INFO in app: Application initialized in development mode
[2026-01-15 10:39:49,072] INFO in run: ============================================================
[2026-01-15 10:39:49,072] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:39:49,088] INFO in run: ============================================================
[2026-01-15 10:39:49,088] INFO in run: Environment: development
[2026-01-15 10:39:49,088] INFO in run: Debug Mode: True
[2026-01-15 10:39:49,088] INFO in run: Model Version: 1.0.0
[2026-01-15 10:39:49,088] INFO in run: Model Loaded: True
[2026-01-15 10:39:49,093] INFO in run: Database: Connected
[2026-01-15 10:39:49,094] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:39:49,096] INFO in run: ============================================================
[2026-01-15 10:39:49,096] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:40:02,938] ERROR in routes: Prediction error: 'Config' object has no attribute 'MEDIUM_RISK_THRESHOLD'
[2026-01-15 10:45:41,424] INFO in logging_config: Logging system initialized
[2026-01-15 10:45:41,608] INFO in app: Database tables created
[2026-01-15 10:45:48,030] INFO in app: Application initialized in development mode
[2026-01-15 10:45:48,030] INFO in run: ============================================================
[2026-01-15 10:45:48,030] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:45:48,030] INFO in run: ============================================================
[2026-01-15 10:45:48,030] INFO in run: Environment: development
[2026-01-15 10:45:48,030] INFO in run: Debug Mode: True
[2026-01-15 10:45:48,030] INFO in run: Model Version: 1.0.0
[2026-01-15 10:45:48,037] INFO in run: Model Loaded: True
[2026-01-15 10:45:48,039] INFO in run: Database: Connected
[2026-01-15 10:45:48,039] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:45:48,041] INFO in run: ============================================================
[2026-01-15 10:45:48,042] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:45:48,704] INFO in logging_config: Logging system initialized
[2026-01-15 10:45:48,766] INFO in app: Database tables created
[2026-01-15 10:45:55,134] INFO in app: Application initialized in development mode
[2026-01-15 10:45:55,134] INFO in run: ============================================================
[2026-01-15 10:45:55,134] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 10:45:55,134] INFO in run: ============================================================
[2026-01-15 10:45:55,150] INFO in run: Environment: development
[2026-01-15 10:45:55,150] INFO in run: Debug Mode: True
[2026-01-15 10:45:55,150] INFO in run: Model Version: 1.0.0
[2026-01-15 10:45:55,154] INFO in run: Model Loaded: True
[2026-01-15 10:45:55,154] INFO in run: Database: Connected
[2026-01-15 10:45:55,155] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 10:45:55,156] INFO in run: ============================================================
[2026-01-15 10:45:55,157] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 10:46:17,349] ERROR in routes: Prediction error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (1, 2026-01-15 08:46:17.331931, Transformer_01, [[5000], [15200], [14800], [15500], [16000], [16200], [15900], [..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 8, 46, 17, 331931), 'asset_id': 'Transformer_01', 'historical_load': '[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 10:46:43,359] ERROR in routes: Prediction error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (2, 2026-01-15 08:46:43.359097, Transformer_01, [[5000], [15200], [14800], [15500], [16000], [16200], [15900], [..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 8, 46, 43, 359097), 'asset_id': 'Transformer_01', 'historical_load': '[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:03:04,673] INFO in logging_config: Logging system initialized
[2026-01-15 11:03:04,734] INFO in app: Database tables created
[2026-01-15 11:03:12,479] INFO in app: Application initialized in development mode
[2026-01-15 11:03:12,479] INFO in run: ============================================================
[2026-01-15 11:03:12,479] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:03:12,479] INFO in run: ============================================================
[2026-01-15 11:03:12,479] INFO in run: Environment: development
[2026-01-15 11:03:12,479] INFO in run: Debug Mode: True
[2026-01-15 11:03:12,479] INFO in run: Model Version: 1.0.0
[2026-01-15 11:03:12,495] INFO in run: Model Loaded: True
[2026-01-15 11:03:12,496] INFO in run: Database: Connected
[2026-01-15 11:03:12,497] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:03:12,498] INFO in run: ============================================================
[2026-01-15 11:03:12,499] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:11:05,851] INFO in logging_config: Logging system initialized
[2026-01-15 11:11:05,920] INFO in app: Database tables created
[2026-01-15 11:11:13,401] INFO in app: Application initialized in development mode
[2026-01-15 11:11:13,401] INFO in run: ============================================================
[2026-01-15 11:11:13,401] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:11:13,401] INFO in run: ============================================================
[2026-01-15 11:11:13,401] INFO in run: Environment: development
[2026-01-15 11:11:13,401] INFO in run: Debug Mode: True
[2026-01-15 11:11:13,401] INFO in run: Model Version: 1.0.0
[2026-01-15 11:11:13,401] INFO in run: Model Loaded: True
[2026-01-15 11:11:13,408] INFO in run: Database: Connected
[2026-01-15 11:11:13,408] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:11:13,409] INFO in run: ============================================================
[2026-01-15 11:11:13,409] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:11:14,047] INFO in logging_config: Logging system initialized
[2026-01-15 11:11:14,113] INFO in app: Database tables created
[2026-01-15 11:11:20,066] INFO in app: Application initialized in development mode
[2026-01-15 11:11:20,069] INFO in run: ============================================================
[2026-01-15 11:11:20,069] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:11:20,069] INFO in run: ============================================================
[2026-01-15 11:11:20,069] INFO in run: Environment: development
[2026-01-15 11:11:20,069] INFO in run: Debug Mode: True
[2026-01-15 11:11:20,074] INFO in run: Model Version: 1.0.0
[2026-01-15 11:11:20,076] INFO in run: Model Loaded: True
[2026-01-15 11:11:20,077] INFO in run: Database: Connected
[2026-01-15 11:11:20,078] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:11:20,079] INFO in run: ============================================================
[2026-01-15 11:11:20,080] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:12:02,787] ERROR in routes: Database Save Error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (3, 2026-01-15 09:12:02.771159, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 12, 2, 771159), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:16:10,387] INFO in logging_config: Logging system initialized
[2026-01-15 11:16:10,472] INFO in app: Database tables created
[2026-01-15 11:16:17,663] INFO in app: Application initialized in development mode
[2026-01-15 11:16:17,663] INFO in run: ============================================================
[2026-01-15 11:16:17,663] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:16:17,679] INFO in run: ============================================================
[2026-01-15 11:16:17,681] INFO in run: Environment: development
[2026-01-15 11:16:17,681] INFO in run: Debug Mode: True
[2026-01-15 11:16:17,685] INFO in run: Model Version: 1.0.0
[2026-01-15 11:16:17,686] INFO in run: Model Loaded: True
[2026-01-15 11:16:17,688] INFO in run: Database: Connected
[2026-01-15 11:16:17,690] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:16:17,691] INFO in run: ============================================================
[2026-01-15 11:16:17,694] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:16:18,418] INFO in logging_config: Logging system initialized
[2026-01-15 11:16:18,514] INFO in app: Database tables created
[2026-01-15 11:16:24,831] INFO in app: Application initialized in development mode
[2026-01-15 11:16:24,831] INFO in run: ============================================================
[2026-01-15 11:16:24,831] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:16:24,831] INFO in run: ============================================================
[2026-01-15 11:16:24,831] INFO in run: Environment: development
[2026-01-15 11:16:24,831] INFO in run: Debug Mode: True
[2026-01-15 11:16:24,831] INFO in run: Model Version: 1.0.0
[2026-01-15 11:16:24,831] INFO in run: Model Loaded: True
[2026-01-15 11:16:24,843] INFO in run: Database: Connected
[2026-01-15 11:16:24,845] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:16:24,845] INFO in run: ============================================================
[2026-01-15 11:16:24,847] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:16:38,928] ERROR in routes: Database Save Error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (4, 2026-01-15 09:16:38.912161, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 16, 38, 912161), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:16:43,877] ERROR in routes: Database Save Error: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (5, 2026-01-15 09:16:43.87745, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 16, 43, 877450), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:22:11,329] INFO in logging_config: Logging system initialized
[2026-01-15 11:22:11,405] INFO in app: Database tables created
[2026-01-15 11:22:18,859] INFO in app: Application initialized in development mode
[2026-01-15 11:22:18,860] INFO in run: ============================================================
[2026-01-15 11:22:18,861] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:22:18,862] INFO in run: ============================================================
[2026-01-15 11:22:18,863] INFO in run: Environment: development
[2026-01-15 11:22:18,864] INFO in run: Debug Mode: True
[2026-01-15 11:22:18,867] INFO in run: Model Version: 1.0.0
[2026-01-15 11:22:18,867] INFO in run: Model Loaded: True
[2026-01-15 11:22:18,869] INFO in run: Database: Connected
[2026-01-15 11:22:18,869] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:22:18,870] INFO in run: ============================================================
[2026-01-15 11:22:18,871] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:22:19,607] INFO in logging_config: Logging system initialized
[2026-01-15 11:22:19,676] INFO in app: Database tables created
[2026-01-15 11:22:26,438] INFO in app: Application initialized in development mode
[2026-01-15 11:22:26,438] INFO in run: ============================================================
[2026-01-15 11:22:26,438] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:22:26,438] INFO in run: ============================================================
[2026-01-15 11:22:26,438] INFO in run: Environment: development
[2026-01-15 11:22:26,438] INFO in run: Debug Mode: True
[2026-01-15 11:22:26,438] INFO in run: Model Version: 1.0.0
[2026-01-15 11:22:26,446] INFO in run: Model Loaded: True
[2026-01-15 11:22:26,447] INFO in run: Database: Connected
[2026-01-15 11:22:26,448] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:22:26,448] INFO in run: ============================================================
[2026-01-15 11:22:26,449] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:22:37,459] ERROR in routes: DATABASE REJECTED DATA: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (6, 2026-01-15 09:22:37.459472, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 22, 37, 459472), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:23:29,559] INFO in logging_config: Logging system initialized
[2026-01-15 11:23:29,626] INFO in app: Database tables created
[2026-01-15 11:23:36,139] INFO in app: Application initialized in development mode
[2026-01-15 11:23:36,139] INFO in run: ============================================================
[2026-01-15 11:23:36,155] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:23:36,155] INFO in run: ============================================================
[2026-01-15 11:23:36,155] INFO in run: Environment: development
[2026-01-15 11:23:36,155] INFO in run: Debug Mode: True
[2026-01-15 11:23:36,161] INFO in run: Model Version: 1.0.0
[2026-01-15 11:23:36,162] INFO in run: Model Loaded: True
[2026-01-15 11:23:36,163] INFO in run: Database: Connected
[2026-01-15 11:23:36,164] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:23:36,165] INFO in run: ============================================================
[2026-01-15 11:23:36,167] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:23:36,833] INFO in logging_config: Logging system initialized
[2026-01-15 11:23:37,025] INFO in app: Database tables created
[2026-01-15 11:23:43,364] INFO in app: Application initialized in development mode
[2026-01-15 11:23:43,364] INFO in run: ============================================================
[2026-01-15 11:23:43,364] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:23:43,364] INFO in run: ============================================================
[2026-01-15 11:23:43,364] INFO in run: Environment: development
[2026-01-15 11:23:43,364] INFO in run: Debug Mode: True
[2026-01-15 11:23:43,364] INFO in run: Model Version: 1.0.0
[2026-01-15 11:23:43,372] INFO in run: Model Loaded: True
[2026-01-15 11:23:43,373] INFO in run: Database: Connected
[2026-01-15 11:23:43,374] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:23:43,375] INFO in run: ============================================================
[2026-01-15 11:23:43,376] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:23:57,716] ERROR in routes: DATABASE REJECTED DATA: (psycopg2.errors.NotNullViolation) null value in column "prediction_horizon" of relation "predictions" violates not-null constraint
DETAIL:  Failing row contains (7, 2026-01-15 09:23:57.7163, Transformer_01, "[[5000], [15200], [14800], [15500], [16000], [16200], [15900], ..., null, 15132.0634765625, null, null, 0.23948791387489765, minimal, f, f, null, 1.0.0, null, null).

[SQL: INSERT INTO predictions (timestamp, asset_id, historical_load, temperature, predicted_load, prediction_horizon, actual_load, risk_score, risk_level, anomaly_detected, maintenance_recommended, maintenance_priority, model_version, absolute_error, percentage_error) VALUES (%(timestamp)s, %(asset_id)s, %(historical_load)s, %(temperature)s, %(predicted_load)s, %(prediction_horizon)s, %(actual_load)s, %(risk_score)s, %(risk_level)s, %(anomaly_detected)s, %(maintenance_recommended)s, %(maintenance_priority)s, %(model_version)s, %(absolute_error)s, %(percentage_error)s) RETURNING predictions.id]
[parameters: {'timestamp': datetime.datetime(2026, 1, 15, 9, 23, 57, 716300), 'asset_id': 'Transformer_01', 'historical_load': '"[[5000], [15200], [14800], [15500], [16000], [16200], [15900], [15700], [15000], [14500], [14200], [14000], [14500], [15000], [16000], [17000], [17500], [18000], [17800], [17500], [17000], [16500], [16000], [15500]]"', 'temperature': None, 'predicted_load': 15132.0634765625, 'prediction_horizon': None, 'actual_load': None, 'risk_score': 0.23948791387489765, 'risk_level': 'minimal', 'anomaly_detected': False, 'maintenance_recommended': False, 'maintenance_priority': None, 'model_version': '1.0.0', 'absolute_error': None, 'percentage_error': None}]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
[2026-01-15 11:36:49,294] INFO in logging_config: Logging system initialized
[2026-01-15 11:36:49,462] INFO in app: Database tables created
[2026-01-15 11:36:56,611] INFO in app: Application initialized in development mode
[2026-01-15 11:36:56,611] INFO in run: ============================================================
[2026-01-15 11:36:56,611] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:36:56,611] INFO in run: ============================================================
[2026-01-15 11:36:56,611] INFO in run: Environment: development
[2026-01-15 11:36:56,627] INFO in run: Debug Mode: True
[2026-01-15 11:36:56,628] INFO in run: Model Version: 1.0.0
[2026-01-15 11:36:56,630] INFO in run: Model Loaded: True
[2026-01-15 11:36:56,631] INFO in run: Database: Connected
[2026-01-15 11:36:56,632] INFO in run: Server: http://0.0.0.0:5000
[2026-01-15 11:36:56,632] INFO in run: ============================================================
[2026-01-15 11:36:56,633] WARNING in run: Running in DEBUG mode - NOT suitable for production!
[2026-01-15 11:36:57,305] INFO in logging_config: Logging system initialized
[2026-01-15 11:36:57,385] INFO in app: Database tables created
[2026-01-15 11:37:03,990] INFO in app: Application initialized in development mode
[2026-01-15 11:37:03,990] INFO in run: ============================================================
[2026-01-15 11:37:03,990] INFO in run: Smart Grid Predictive Maintenance System
[2026-01-15 11:37:03,990] INFO in run: ============================================================
[2026-01-15 11:37:03,990] INFO in run: Environment: development
[2026-01-15 11:37:03,990] INFO in run: Debug Mode: True
[2026-01-15 11:37:03,990] INFO in run: Model Version: 1.0.0
